ip.session_id,meta.direction,ip.pkts_per_flow,duration,ip.header_len,ip.payload_len,ip.avg_bytes_tot_len,time_between_pkts_sum,time_between_pkts_avg,time_between_pkts_max,time_between_pkts_min,time_between_pkts_std,"(-0.001, 50.0]","(50.0, 100.0]","(100.0, 150.0]","(150.0, 200.0]","(200.0, 250.0]","(250.0, 300.0]","(300.0, 350.0]","(350.0, 400.0]","(400.0, 450.0]","(450.0, 500.0]","(500.0, 550.0]",tcp_pkts_per_flow,pkts_rate,tcp_bytes_per_flow,byte_rate,tcp.tcp_session_payload_up_len,tcp.tcp_session_payload_down_len,"(-0.001, 150.0]","(150.0, 300.0]","(300.0, 450.0]","(450.0, 600.0]","(600.0, 750.0]","(750.0, 900.0]","(900.0, 1050.0]","(1050.0, 1200.0]","(1200.0, 1350.0]","(1350.0, 1500.0]","(1500.0, 10000.0]",tcp.fin,tcp.syn,tcp.rst,tcp.psh,tcp.ack,tcp.urg,sport_g,sport_le,dport_g,dport_le,mean_tcp_pkts,std_tcp_pkts,min_tcp_pkts,max_tcp_pkts,entropy_tcp_pkts,mean_tcp_len,std_tcp_len,min_tcp_len,max_tcp_len,entropy_tcp_len,ssl.tls_version,malware
4278,1,5.0,3214.413843154907,100.0,438.0,87.9,2002.6888847351074,400.5377769470215,2002.0098686218262,0.010967254638671875,895.250140399134,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0015554935499819034,326,0.0015554935499819034,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,55886.0,0.0,55886,55886,0.0,65.2,145.79163213298628,0,326,0,0,0
778,0,5.0,875.8869688510895,100.0,241.0,87.9,9.92894172668457,1.985788345336914,8.716106414794922,0.050067901611328125,3.7653705855929385,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.005708499130382719,129,0.005708499130382719,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
510,0,5.0,639.6860859394073,100.0,241.0,87.9,9.553909301757812,1.9107818603515625,8.533954620361328,0.013113021850585938,3.7051474766910495,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.007816333839210023,129,0.007816333839210023,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
534,0,5.0,651.4404408931732,100.0,241.0,87.9,10.684967041015625,2.136993408203125,9.532928466796875,0.00095367431640625,4.138284969717772,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.007675298747410629,129,0.007675298747410629,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
9757,1,5.0,13241.141505002975,100.0,438.0,87.9,2004.133939743042,400.8267879486084,2003.4189224243164,0.024080276489257812,895.8762647398275,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0003776109482789548,326,0.0003776109482789548,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,61376.0,0.0,61376,61376,0.0,65.2,145.79163213298628,0,326,0,0,0
11207,1,5.0,16165.319195985794,100.0,438.0,87.9,2003.1559467315674,400.6311893463135,2002.52103805542,0.024080276489257812,895.4836754814949,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0003093041306132458,326,0.0003093041306132458,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,62826.0,0.0,62826,62826,0.0,65.2,145.79163213298628,0,326,0,0,0
336,0,5.0,551.8012959957123,100.0,241.0,87.9,9.766340255737305,1.953268051147461,8.554935455322266,0.015974044799804688,3.694836238334305,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.00906123279572517,129,0.00906123279572517,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
21,1,5.0,40.34662199020386,100.0,438.0,87.9,2003.939151763916,400.7878303527832,2003.2219886779785,0.02288818359375,895.7879539296383,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.12392611210955896,326,0.12392611210955896,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,50615.0,0.0,50615,50615,0.0,65.2,145.79163213298628,0,326,0,0,1
887,0,5.0,931.7460618019104,100.0,241.0,87.9,10.926008224487305,2.185201644897461,9.611845016479492,0.0021457672119140625,4.155984496368563,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.00536626899214413,129,0.00536626899214413,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
6614,0,5.0,7957.8864669799805,100.0,241.0,87.9,10.86568832397461,2.173137664794922,9.588003158569336,0.0019073486328125,4.150243084446647,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0006283075312454792,129,0.0006283075312454792,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
472,1,5.0,621.175500869751,100.0,438.0,87.9,504.5959949493408,100.91919898986816,503.92603874206543,0.011920928955078125,225.28776902750872,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.008049254989933042,326,0.008049254989933042,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,51066.0,0.0,51066,51066,0.0,65.2,145.79163213298628,0,326,0,0,1
11350,0,5.0,16453.623483181,100.0,241.0,87.9,12.090206146240234,2.418041229248047,10.843038558959961,0.0019073486328125,4.713916437546141,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.00030388443038769134,129,0.00030388443038769134,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
3125,0,5.0,2016.2117850780487,100.0,241.0,87.9,11.112213134765625,2.222442626953125,9.953022003173828,0.03695487976074219,4.324226145444309,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.00247989821158914,129,0.00247989821158914,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
3,0,5.0,4.051459789276123,100.0,241.0,87.9,11.532068252563477,2.3064136505126953,10.113000869750977,0.0,4.368975755559075,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.2341230716974123,129,1.2341230716974123,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
425,0,5.0,596.9990518093109,100.0,241.0,87.9,9.025096893310547,1.8050193786621094,8.095026016235352,0.0,3.5188163859013875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.008375222682258236,129,0.008375222682258236,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
6756,0,5.0,8244.301727056503,100.0,241.0,87.9,11.221647262573242,2.2443294525146484,10.11800765991211,0.00095367431640625,4.404645601478315,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0006064795013009756,129,0.0006064795013009756,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
54,1,5.0,106.86070585250854,100.0,438.0,87.9,2005.0878524780273,401.01757049560547,2004.3089389801025,0.02002716064453125,896.2671581320805,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.046789883709930834,326,0.046789883709930834,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,50648.0,0.0,50648,50648,0.0,65.2,145.79163213298628,0,326,0,0,1
632,1,5.0,699.7035858631134,100.0,438.0,87.9,489.54200744628906,97.90840148925781,488.9719486236572,0.019073486328125,218.61126044485755,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,0.007145883058227139,326,0.007145883058227139,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,51226.0,0.0,51226,51226,0.0,65.2,145.79163213298628,0,326,0,0,1
471,1,5.0,620.6599388122559,100.0,438.0,87.9,504.3978691101074,100.87957382202148,503.8120746612549,0.009059906005859375,225.24620434747484,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.008055941244682873,326,0.008055941244682873,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,51065.0,0.0,51065,51065,0.0,65.2,145.79163213298628,0,326,0,0,1
7379,0,5.0,9500.503590106964,100.0,241.0,87.9,11.535882949829102,2.3071765899658203,10.23101806640625,0.00095367431640625,4.434168364013847,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0005262878912236384,129,0.0005262878912236384,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
411,0,5.0,590.2845158576965,100.0,241.0,87.9,9.495735168457031,1.8991470336914062,8.569002151489258,0.0019073486328125,3.731132810909874,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.008470491543785269,129,0.008470491543785269,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
261,0,5.0,515.1706948280334,100.0,241.0,87.9,18.793106079101562,3.7586212158203125,17.653942108154297,0.0,7.769618694789927,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.009705521005361194,129,0.009705521005361194,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
12974,0,5.0,17274.788859128952,100.0,241.0,87.9,10.606050491333008,2.1212100982666016,9.351968765258789,0.0021457672119140625,4.046719226313508,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0002894391382015488,129,0.0002894391382015488,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
1369,0,5.0,1170.2482299804688,100.0,241.0,87.9,11.95383071899414,2.390766143798828,10.804891586303711,0.00095367431640625,4.707489397481451,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.004272597789003662,129,0.004272597789003662,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
452,0,5.0,610.9282469749451,100.0,241.0,87.9,13.01884651184082,2.603769302368164,12.00103759765625,0.00095367431640625,5.255550965997521,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.008184267178278068,129,0.008184267178278068,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
10255,1,5.0,14245.49277806282,100.0,438.0,87.9,2005.5322647094727,401.10645294189453,2004.8301219940186,0.025033950805664062,896.508811749828,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0003509882092460635,326,0.0003509882092460635,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,61874.0,0.0,61874,61874,0.0,65.2,145.79163213298628,0,326,0,0,0
11668,1,5.0,16644.993067979813,100.0,438.0,87.9,503.07297706604004,100.61459541320801,502.2420883178711,0.0171661376953125,224.51676376890703,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0.00030039063276142566,326,0.00030039063276142566,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,63287.0,0.0,63287,63287,0.0,65.2,145.79163213298628,0,326,0,0,0
684,1,5.0,808.8963000774384,100.0,438.0,87.9,505.892276763916,101.1784553527832,505.07521629333496,0.028133392333984375,225.7853230114996,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0.006181262047460637,326,0.006181262047460637,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,52291.0,0.0,52291,52291,0.0,65.2,145.79163213298628,0,326,0,0,0
1288,0,5.0,1130.7472281455994,100.0,241.0,87.9,9.391069412231445,1.878213882446289,8.206844329833984,0.00095367431640625,3.542356411670138,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.004421854748386065,129,0.004421854748386065,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
983,1,5.0,1120.2578699588776,100.0,438.0,87.9,2004.2290687561035,400.8458137512207,2003.5760402679443,0.019073486328125,895.9534594796829,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.004463258089125087,326,0.004463258089125087,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,51577.0,0.0,51577,51577,0.0,65.2,145.79163213298628,0,326,0,0,1
7188,1,5.0,9115.308979988098,100.0,438.0,87.9,2003.0035972595215,400.6007194519043,2002.3658275604248,0.015020370483398438,895.4139427282759,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0005485277581897754,326,0.0005485277581897754,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,58806.0,0.0,58806,58806,0.0,65.2,145.79163213298628,0,326,0,0,0
299,0,5.0,534.7319798469543,100.0,252.0,89.0,18.062114715576172,3.6124229431152344,16.87002182006836,0.00095367431640625,7.4134010785271,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.00935047872287543,140,0.00935047872287543,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,28.0,53.61436374704077,0,123,0,0,1
2649,0,5.0,1787.8571109771729,100.0,241.0,87.9,11.712074279785156,2.3424148559570312,10.286092758178711,0.0059604644775390625,4.4458450101476705,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.002796644077035438,129,0.002796644077035438,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
1744,1,5.0,1350.7107331752777,100.0,438.0,87.9,505.2952766418457,101.05905532836914,504.7290325164795,0.011920928955078125,225.65844252088272,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0.0037017548444631815,326,0.0037017548444631815,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,53351.0,0.0,53351,53351,0.0,65.2,145.79163213298628,0,326,0,0,0
897,1,5.0,946.9011209011078,100.0,438.0,87.9,2005.2189826965332,401.04379653930664,2004.673957824707,0.015020370483398438,896.4565320755875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0052803823859050945,326,0.0052803823859050945,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,51491.0,0.0,51491,51491,0.0,65.2,145.79163213298628,0,326,0,0,1
5653,1,5.0,6020.559363126755,100.0,438.0,87.9,2005.8059692382812,401.16119384765625,2005.2177906036377,0.019073486328125,896.6949203917233,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.000830487617250778,326,0.000830487617250778,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,57271.0,0.0,57271,57271,0.0,65.2,145.79163213298628,0,326,0,0,0
13919,1,5.0,17730.85467004776,100.0,438.0,87.9,505.2371025085449,101.04742050170898,504.5931339263916,0.016927719116210938,225.5890210425252,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0.000281994302758928,326,0.000281994302758928,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,49155.0,0.0,49155,49155,0.0,65.2,145.79163213298628,0,326,0,0,0
44,0,5.0,86.70514798164368,100.0,241.0,87.9,11.015892028808594,2.2031784057617188,9.818792343139648,0.025033950805664062,4.260753420515771,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.057666702801297896,129,0.057666702801297896,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
9296,1,15.0,12682.816761016846,300.0,-128.0,30.741935483870968,2.3796558380126953,0.1586437225341797,1.4519691467285156,0.0059604644775390625,0.38018402496932835,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0011827025717272425,297051,0.0011827025717272425,15,15,4,0,0,0,0,0,2,0,0,0,0,1,1,0,1,14,0,15,0,15,0,60915.0,0.0,60915,60915,0.0,19803.4,19331.359769629686,0,52560,0,0,0
3910,1,5.0,2472.4335820674896,100.0,438.0,87.9,2004.488229751587,400.8976459503174,2003.6070346832275,0.01811981201171875,895.9418337983878,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0020222990159431977,326,0.0020222990159431977,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,55518.0,0.0,55518,55518,0.0,65.2,145.79163213298628,0,326,0,0,0
5153,1,5.0,5012.413596153259,100.0,438.0,87.9,2004.5421123504639,400.9084224700928,2003.8971900939941,0.019073486328125,896.097989893749,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0009975234293988057,326,0.0009975234293988057,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,56771.0,0.0,56771,56771,0.0,65.2,145.79163213298628,0,326,0,0,0
910,1,5.0,973.1035788059235,100.0,438.0,87.9,2004.1508674621582,400.83017349243164,2003.335952758789,0.034809112548828125,895.8280006251294,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.005138199169029265,326,0.005138199169029265,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,51504.0,0.0,51504,51504,0.0,65.2,145.79163213298628,0,326,0,0,1
449,0,5.0,609.355456829071,100.0,241.0,87.9,18.25118064880371,3.650236129760742,17.02594757080078,0.0,7.479520632905481,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.008205391358959372,129,0.008205391358959372,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
14192,1,5.0,17863.710602998734,100.0,438.0,87.9,510.20073890686035,102.04014778137207,509.6020698547363,0.02002716064453125,227.83413365442576,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0.00027989705560728595,326,0.00027989705560728595,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,49428.0,0.0,49428,49428,0.0,65.2,145.79163213298628,0,326,0,0,0
4494,0,5.0,3649.8475229740143,100.0,241.0,87.9,18.21303367614746,3.642606735229492,17.19188690185547,0.03314018249511719,7.575394938360841,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0013699202414696595,129,0.0013699202414696595,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
13070,1,5.0,17322.32324695587,100.0,438.0,87.9,502.14195251464844,100.42839050292969,501.50609016418457,0.010013580322265625,224.20933718166248,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0.0002886448849104968,326,0.0002886448849104968,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,64689.0,0.0,64689,64689,0.0,65.2,145.79163213298628,0,326,0,0,0
223,1,5.0,447.5229969024658,100.0,438.0,87.9,2004.2898654937744,400.8579730987549,2003.6330223083496,0.011920928955078125,895.9785141047784,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.01117261020016299,326,0.01117261020016299,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,50817.0,0.0,50817,50817,0.0,65.2,145.79163213298628,0,326,0,0,1
